workflowId,criterion,fairness method,max depth,model type,n estimators,normalization,random state,splitter,AUC-ROC,Accuracy,Balance for Negative Class,Balance for Positive Class,Cohen Kappa,Conditional Statistical Parity,Conditional Use Accuracy Equality,Disparate Impact,Equal Negative Predictive Value,Equal Opportunity,Equalized Odds,F1 Score,Log Loss,Matthews Corrcoef,Overall Accuracy Equality,Precision,Predictive Equality,Recall,Test Fairness,Treatment Equality,Well Calibration,learning_curve_train_score,system_cpu_utilization_percentage,system_network_receive_megabytes,system_network_transmit_megabytes,system_system_memory_usage_megabytes,system_system_memory_usage_percentage,cluster
59abb2c942604b45b4a78af50dbbe10e,entropy,disparate_impact_remover,10,random_forest,20,minmax,17,basic,0.9174407498618824,0.8607714016933208,0.9852854141693582,0.0932882125917864,0.5991969876847667,0.3192174719622228,0.8689402193218126,0.3192174719622228,0.4097031422933719,0.9399585921325052,0.8689402193218126,0.6864406779661016,0.3267839869014504,0.6090037865985207,0.4033365248043427,0.7980295566502463,0.1905557536549335,0.6022304832713755,0.2471264367816092,0.1743263355756587,0.3809153302014381,0.8785882352941176,15.7,5.184790000000248,5.184030000000348,14009.4,13.8,1
84c0c923bf63413ebce7add813e3b5b2,gini,disparate_impact_remover,10,random_forest,20,minmax,17,basic,0.9079832011461426,0.8532455315145814,0.9219500495029284,0.1110518775626802,0.5682934067822203,0.3047688387331634,0.8168106203657453,0.3047688387331634,0.4076447424769425,0.8798449612403101,0.8168106203657453,0.6578947368421053,0.3343486744861618,0.5835157135302982,0.4038213042812709,0.8021390374331551,0.2123335540726402,0.5576208178438662,0.2166666666666666,0.1833364607851871,0.4135285598335311,0.8821176470588235,27.5,10.44050799999968,12.414577000000463,13994.6,13.8,1
32b231aadc414dc69500acb6d4248299,entropy,disparate_impact_remover,5,random_forest,20,minmax,17,basic,0.8988393434026576,0.8344308560677328,0.6830114349180211,0.0,0.4772209057987213,0.1347680203632997,0.360182172370879,0.1347680203632997,0.4106787685184843,0.4040943480195816,0.360182172370879,0.5665024630541872,0.379241474611565,0.5187582509655745,0.4122474480267643,0.8394160583941606,0.0,0.4275092936802974,0.4174603174603175,0.0,0.4551968246951829,0.8329411764705883,27.1,5.179586000000199,5.178789999999935,14016.3,13.8,3
953508db3bd14765a7f9354d6645b850,gini,disparate_impact_remover,5,random_forest,20,minmax,17,basic,0.8972264099706909,0.8287864534336783,0.6959679985304779,0.0,0.4625526429833431,0.1307148468185389,0.3540143432810927,0.1307148468185389,0.4091239803876394,0.407906558849955,0.3540143432810927,0.5560975609756098,0.3804955343591831,0.4996184688388803,0.4080264843950908,0.8085106382978723,0.0,0.4237918215613382,0.3607843137254902,0.0,0.4604605919836513,0.841294117647059,23.1,5.181900999999925,5.181089000000611,13999.0,13.8,3
64c65005327f48dc867044a3af4869c3,entropy,disparate_impact_remover,30,random_forest,200,none,17,basic,0.9151629788469282,0.8504233301975541,0.913745945228248,0.1137160187069594,0.5897117833119309,0.3223309290866243,0.8778992511110189,0.3223309290866243,0.4103689444809912,0.9860038610038612,0.8778992511110189,0.68762278978389,0.3126075734958074,0.5913699124328071,0.3940189405287994,0.7291666666666666,0.2436614554931937,0.6505576208178439,0.3783783783783784,0.2374357442955702,0.3847639945537372,0.9907058823529412,10.5,54.39458399999967,54.39351600000009,13871.2,13.7,4
f5e3f946ed4244d3aa13008abb48c42f,gini,disparate_impact_remover,30,random_forest,200,none,17,basic,0.9120447969436198,0.8570084666039511,0.8829353381494772,0.1189356093847555,0.6072742828531289,0.3359434710505444,0.8910688493560608,0.3359434710505444,0.41115299699404,0.9911894273127754,0.8910688493560608,0.7007874015748031,0.3457955865329608,0.6091068135971195,0.3967838967199819,0.7447698744769874,0.260760505001488,0.6617100371747212,0.4047619047619047,0.265355403768034,0.3733764749528964,0.9917058823529412,3.6,56.742121000000225,56.741118999999344,13835.3,13.7,4
c1b3613b9cf944678bfd5c35779ff1ad,entropy,disparate_impact_remover,20,random_forest,200,none,17,basic,0.9173400878334722,0.8645343367826905,0.9691840786893788,0.1553365242046397,0.6221582634366931,0.3309341616789151,0.8566648987090015,0.3309341616789151,0.4152185582160364,0.9368253968253968,0.8566648987090015,0.7096774193548387,0.3093477354800579,0.6259710488739406,0.406025434969705,0.775330396475771,0.3162414635124429,0.654275092936803,0.3076923076923077,0.2815872502751212,0.402579945797089,0.9639411764705882,15.6,40.039991000000555,40.038870999999745,13805.0,13.6,4
cf057f68934f4218893e574fde281ced,gini,disparate_impact_remover,20,random_forest,200,none,17,basic,0.9195733802777336,0.8711194731890874,0.986875292133122,0.0767861040636268,0.6419176930245367,0.3135367936437216,0.8606016894766065,0.3135367936437216,0.4168570039870339,0.9475881261595548,0.8606016894766065,0.7254509018036072,0.3062476130588853,0.6452789670550226,0.4048585494262459,0.7869565217391304,0.1581207317562214,0.6728624535315985,0.4772727272727273,0.142378315290624,0.3896001929023017,0.969235294117647,13.0,5.1919410000000425,5.19108099999994,13762.6,13.6,1
26a6ccdd63424261b5f86b1781e4a427,entropy,disparate_impact_remover,10,random_forest,200,none,17,basic,0.914837582987649,0.8598306679209784,0.9670077586891618,0.1053252387803782,0.5915723948354423,0.3214695752009184,0.8646486726293442,0.3214695752009184,0.4086544583658354,0.927683013503909,0.8646486726293442,0.6781857451403888,0.3285671527547613,0.6044845494705633,0.4046210360298342,0.8092783505154639,0.2123335540726402,0.5836431226765799,0.3269230769230768,0.1922965133799519,0.4084419774460466,0.8807058823529411,4.0,14.982866000000286,14.981878000000506,13768.5,13.6,1
ca68faa2d3f146e09e10caa2ecd57f52,gini,disparate_impact_remover,10,random_forest,200,none,17,basic,0.9145777344957068,0.8560677328316086,0.9663492321509376,0.1384113154215092,0.5828667571179056,0.3431264728986645,0.9096859857670346,0.3431264728986645,0.4062486606441289,0.9752953813104188,0.9096859857670346,0.6723768736616702,0.3278262242852871,0.5941035460528291,0.4019235624563019,0.7929292929292929,0.2933555681266739,0.5836431226765799,0.3720930232558139,0.283447817661309,0.4155100262210793,0.8838235294117649,15.3,5.188197999999829,5.1872999999995955,13765.4,13.6,1
